collection_timestamp_utc,pollution_timestamp_utc,aqi_us,main_pollutant_us,temperature_celsius,humidity_percent,wind_speed_m_s,wind_direction_degrees,weather_icon_code,pm2_5,hour,day_of_week,month,is_weekend,aqi_lag_1h,aqi_lag_3h,aqi_lag_6h,aqi_lag_24h,pm2_5_lag_1h,pm2_5_lag_24h,temp_lag_1h,temp_lag_3h,aqi_rolling_mean_3h,aqi_rolling_mean_6h,aqi_rolling_std_6h,pm2_5_rolling_mean_3h,pm2_5_rolling_mean_6h,pm2_5_rolling_std_6h,temp_rolling_mean_6h,temp_rolling_std_6h,humidity_rolling_mean_6h,wind_rolling_mean_6h,aqi_1h_ahead,aqi_2h_ahead,aqi_3h_ahead,aqi_4h_ahead,aqi_5h_ahead
2025-04-12 20:35:00,2025-04-12 20:00:00+00:00,73,p2,25,47,2.85,146,04n,17,20,5,4,1,166,199,28,197,8,141,24.0,21.0,67.33,78.5,26.943,15.33,17.83,5.845,25.5,3.728,60.83,3.03,92,17,181,22,48
2025-04-12 21:49:00,2025-04-12 21:00:00+00:00,80,p2,22,83,2.68,218,03n,18,21,5,4,1,145,121,106,74,0,22,25.0,27.0,79.33,70.83,14.303,18.0,16.17,3.189,25.17,3.971,64.5,3.16,38,132,12,85,109
2025-04-12 22:49:00,2025-04-12 22:00:00+00:00,95,p2,21,81,1.25,166,04n,21,22,5,4,1,11,67,37,108,10,5,22.0,24.0,82.67,74.33,17.455,18.67,16.83,3.764,23.33,2.422,68.0,2.82,92,122,29,9,16
2025-04-12 23:15:00,2025-04-12 23:00:00+00:00,75,p2,26,87,2.41,201,02n,17,23,5,4,1,38,64,183,43,5,81,21.0,25.0,83.33,75.33,17.259,18.67,17.0,3.742,24.17,2.317,71.67,2.6,62,145,38,163,199
2025-04-13 00:43:00,2025-04-13 00:00:00+00:00,86,p2,23,86,3.04,194,01n,19,0,6,4,1,72,148,22,9,41,181,26.0,22.0,85.33,82.33,8.091,19.0,18.5,1.517,23.5,1.871,74.83,2.59,130,188,9,8,105
2025-04-13 01:51:00,2025-04-13 01:00:00+00:00,81,p2,25,86,3.46,255,01n,18,1,6,4,1,62,53,15,168,182,198,23.0,21.0,80.67,81.67,7.992,18.0,18.33,1.506,23.67,1.966,78.33,2.62,104,183,139,121,27
2025-04-13 02:54:00,2025-04-13 02:00:00+00:00,96,p2,21,66,3.25,169,01n,22,2,6,4,1,40,122,103,62,92,2,25.0,26.0,87.67,85.5,8.503,19.67,19.17,1.941,23.0,2.098,81.5,2.68,190,113,197,73,198
2025-04-13 04:10:00,2025-04-13 04:00:00+00:00,78,p2,26,72,0.41,152,04n,18,4,6,4,1,136,20,195,107,46,41,21.0,23.0,85.0,85.17,8.796,19.33,19.17,1.941,23.67,2.338,79.67,2.3,159,109,156,94,119
2025-04-13 07:41:00,2025-04-13 07:00:00+00:00,80,p2,31,100,3.14,252,01d,18,7,6,4,1,120,68,139,192,163,103,26.0,25.0,84.67,82.67,7.474,19.33,18.67,1.751,25.33,3.386,82.83,2.62,24,121,27,80,24
2025-04-13 08:50:00,2025-04-13 08:00:00+00:00,57,p2,29,95,4.04,171,10d,13,8,6,4,1,183,112,21,75,38,45,31.0,21.0,71.67,79.67,12.848,16.33,18.0,2.898,25.83,3.71,84.17,2.89,59,165,160,125,88
2025-04-13 09:48:00,2025-04-13 09:00:00+00:00,113,p2,29,44,1.29,210,10d,25,9,6,4,1,149,164,137,124,199,35,29.0,26.0,83.33,84.17,18.841,18.67,19.0,4.099,26.83,3.601,77.17,2.6,158,177,10,31,41
2025-04-13 10:48:00,2025-04-13 10:00:00+00:00,30,p2,24,59,3.24,195,10d,7,10,6,4,1,112,110,49,125,109,73,29.0,31.0,66.67,75.67,29.207,15.0,17.17,6.432,26.67,3.724,72.67,2.56,4,156,70,22,135
2025-04-13 11:30:00,2025-04-13 11:00:00+00:00,73,p2,22,71,2.17,224,10d,17,11,6,4,1,198,121,192,76,131,62,24.0,29.0,72.0,71.83,27.462,16.33,16.33,5.989,26.83,3.43,73.5,2.38,121,177,78,164,173
2025-04-13 12:49:00,2025-04-13 12:00:00+00:00,110,p2,24,58,3.78,214,04d,25,12,6,4,1,195,131,155,55,150,168,22.0,29.0,71.0,77.17,31.682,16.33,17.5,6.979,26.5,3.619,71.17,2.94,86,154,6,106,29
2025-04-13 13:23:00,2025-04-13 13:00:00+00:00,96,p2,31,67,2.69,243,03d,22,13,6,4,1,37,112,54,2,123,66,24.0,24.0,93.0,79.83,32.628,21.33,18.17,7.223,26.5,3.619,65.67,2.87,108,105,153,153,123
2025-04-13 14:10:00,2025-04-13 14:00:00+00:00,92,p2,26,97,4.28,187,01d,21,14,6,4,1,190,96,83,149,170,51,31.0,22.0,99.33,85.67,30.807,22.67,19.5,6.804,26.0,3.406,66.0,2.91,123,40,188,14,76
2025-04-13 15:56:00,2025-04-13 15:00:00+00:00,94,p2,24,35,2.13,205,04d,21,15,6,4,1,92,115,57,155,9,115,26.0,24.0,94.0,82.5,28.311,21.33,18.83,6.338,25.17,3.125,64.5,3.05,198,95,134,10,188
2025-04-13 16:37:00,2025-04-13 16:00:00+00:00,50,p2,28,53,2.34,284,02d,12,16,6,4,1,55,92,64,69,141,195,24.0,31.0,78.67,85.83,21.17,18.0,19.67,4.546,25.83,3.251,63.5,2.9,8,152,170,55,183
2025-04-13 17:16:00,2025-04-13 17:00:00+00:00,53,p2,32,62,1.79,199,02d,12,17,6,4,1,187,104,112,5,49,93,28.0,26.0,65.67,82.5,24.85,15.0,18.83,5.492,27.5,3.45,62.0,2.84,102,74,84,84,174
2025-04-13 18:13:00,2025-04-13 18:00:00+00:00,157,p2,34,63,4.2,198,03d,35,18,6,4,1,29,51,120,20,126,147,32.0,24.0,86.67,90.33,38.764,19.67,20.5,8.456,29.17,3.817,62.83,2.9,200,36,117,184,198
2025-04-13 19:51:00,2025-04-13 19:00:00+00:00,127,p2,25,64,1.61,203,02n,28,19,6,4,1,32,64,90,153,130,93,34.0,28.0,112.33,95.5,41.631,25.0,21.5,9.006,28.17,4.021,62.33,2.72,175,122,13,66,4
2025-04-13 20:29:00,2025-04-13 20:00:00+00:00,109,p2,23,48,2.55,237,04n,24,20,6,4,1,171,13,52,8,107,177,25.0,32.0,131.0,98.33,41.922,29.0,22.0,9.055,27.67,4.502,54.17,2.44,12,12,104,134,36
2025-04-13 21:11:00,2025-04-13 21:00:00+00:00,64,p2,28,58,2.98,138,03n,15,21,6,4,1,48,163,23,191,147,7,23.0,34.0,100.0,93.33,44.266,22.33,21.0,9.508,28.33,4.131,58.0,2.58,152,196,6,96,5
2025-04-13 22:18:00,2025-04-13 22:00:00+00:00,49,p2,22,82,4.04,162,10n,12,22,6,4,1,47,21,144,17,142,107,28.0,25.0,74.0,93.17,44.463,17.0,21.0,9.508,27.33,4.885,62.83,2.86,125,73,91,17,100
2025-04-14 00:35:00,2025-04-14 00:00:00+00:00,54,p2,23,100,1.62,188,01n,13,0,0,4,0,100,198,16,129,153,162,22.0,23.0,55.67,93.33,44.284,13.33,21.17,9.326,25.83,4.535,69.17,2.83,162,188,119,0,154
2025-04-14 02:51:00,2025-04-14 02:00:00+00:00,73,p2,26,79,2.97,218,03n,17,2,0,4,0,57,63,183,190,63,168,23.0,28.0,58.67,79.33,31.589,14.0,18.17,6.432,24.5,2.258,71.83,2.63,62,163,56,72,175
2025-04-14 03:27:00,2025-04-14 03:00:00+00:00,103,p2,24,89,2.03,184,10n,23,3,0,4,0,51,54,148,52,16,64,26.0,22.0,76.67,75.33,25.224,17.67,17.33,5.086,24.33,2.251,76.0,2.7,0,137,131,116,60
2025-04-14 04:41:00,2025-04-14 04:00:00+00:00,64,p2,26,76,2.14,266,04n,15,4,0,4,0,68,62,145,57,129,146,24.0,23.0,80.0,67.83,19.177,18.33,15.83,3.92,24.83,2.229,80.67,2.63,97,183,133,3,164
2025-04-14 05:47:00,2025-04-14 05:00:00+00:00,130,p2,24,95,2.25,190,02n,29,5,0,4,0,105,118,40,81,33,97,26.0,26.0,99.0,78.83,31.505,22.33,18.17,6.585,24.17,1.602,86.83,2.51,134,150,136,25,163
2025-04-14 06:26:00,2025-04-14 06:00:00+00:00,88,p2,24,97,1.65,187,10d,20,6,0,4,0,34,60,130,149,82,39,24.0,24.0,94.0,85.33,27.94,21.33,19.5,5.857,24.5,1.225,89.33,2.11,5,30,105,16,190
2025-04-14 07:55:00,2025-04-14 07:00:00+00:00,87,p2,34,81,2.93,157,04d,20,7,0,4,0,31,135,151,182,59,194,24.0,26.0,101.67,90.83,23.422,23.0,20.67,4.926,26.33,3.882,86.17,2.33,106,197,127,126,1
2025-04-14 08:50:00,2025-04-14 08:00:00+00:00,77,p2,29,64,2.35,253,04d,18,8,0,4,0,190,157,54,19,132,128,34.0,24.0,84.0,91.5,22.863,19.33,20.83,4.792,26.83,4.021,83.67,2.22,9,69,23,70,126
2025-04-14 09:10:00,2025-04-14 09:00:00+00:00,56,p2,28,90,1.49,241,04d,13,9,0,4,0,41,102,161,4,85,104,29.0,24.0,73.33,83.67,25.974,17.0,19.17,5.565,27.5,3.782,83.83,2.13,156,153,119,44,31
2025-04-14 11:00:00,2025-04-14 10:00:00+00:00,75,p2,28,96,1.62,217,04d,17,10,0,4,0,160,32,130,96,30,31,28.0,34.0,69.33,85.5,24.664,16.0,19.5,5.32,27.83,3.71,87.17,2.05,24,176,31,85,107
2025-04-14 12:53:00,2025-04-14 12:00:00+00:00,37,p2,30,58,3.3,186,10d,9,12,0,4,0,114,99,110,73,103,139,28.0,29.0,56.0,70.0,19.86,13.0,16.17,4.355,28.83,3.251,81.0,2.22,103,93,15,192,133
2025-04-14 13:40:00,2025-04-14 13:00:00+00:00,82,p2,31,95,3.46,189,10d,19,13,0,4,0,107,51,137,11,164,99,30.0,28.0,64.67,69.0,18.9,15.0,16.0,4.195,30.0,2.28,80.67,2.52,85,116,81,110,40
2025-04-14 14:55:00,2025-04-14 14:00:00+00:00,65,p2,26,66,1.75,176,02d,15,14,0,4,0,28,168,150,96,169,91,31.0,28.0,61.33,65.33,16.717,14.33,15.17,3.71,28.67,1.751,78.17,2.33,48,159,178,46,127
2025-04-14 16:27:00,2025-04-14 16:00:00+00:00,96,p2,28,69,4.98,193,03d,22,16,0,4,0,57,101,184,49,127,105,26.0,30.0,81.0,68.5,20.695,18.67,15.83,4.579,28.5,1.761,79.0,2.77,124,116,92,190,193
2025-04-14 17:16:00,2025-04-14 17:00:00+00:00,34,p2,29,73,3.11,169,03d,8,17,0,4,0,180,3,82,33,106,158,28.0,31.0,65.0,64.83,24.879,15.0,15.0,5.55,28.67,1.751,76.17,3.04,40,24,125,172,14
2025-04-14 18:21:00,2025-04-14 18:00:00+00:00,91,p2,28,77,1.06,259,02d,20,18,0,4,0,109,7,136,158,116,95,29.0,26.0,73.67,67.5,26.957,16.67,15.5,5.891,28.67,1.751,73.0,2.94,51,167,60,153,98
2025-04-14 19:28:00,2025-04-14 19:00:00+00:00,68,p2,25,66,1.65,171,04n,16,19,0,4,0,24,131,110,25,9,140,28.0,28.0,64.33,72.67,22.554,14.67,16.67,4.967,27.83,2.137,74.33,2.67,130,28,194,67,153
2025-04-14 20:27:00,2025-04-14 20:00:00+00:00,93,p2,25,55,0.83,205,01n,21,20,0,4,0,200,191,178,193,192,33,25.0,29.0,84.0,74.5,23.873,19.0,17.0,5.215,26.83,1.722,67.67,2.23,101,14,14,175,81
2025-04-14 21:10:00,2025-04-14 21:00:00+00:00,79,p2,22,53,2.37,119,10n,18,21,0,4,0,139,5,140,137,179,9,25.0,28.0,80.0,76.83,23.439,18.33,17.5,5.128,26.17,2.639,65.5,2.33,0,143,11,0,161
2025-04-14 22:47:00,2025-04-14 22:00:00+00:00,75,p2,26,93,0.97,173,02n,17,22,0,4,0,166,50,113,167,68,114,22.0,25.0,82.33,73.33,21.491,18.67,16.67,4.633,25.83,2.483,69.5,1.66,48,22,170,50,197
2025-04-14 23:30:00,2025-04-14 23:00:00+00:00,92,p2,27,100,2.89,190,03n,21,23,0,4,0,186,160,102,172,116,110,26.0,25.0,82.0,83.0,10.488,18.67,18.83,2.137,25.5,2.074,74.0,1.63,30,123,74,110,199
2025-04-15 00:19:00,2025-04-15 00:00:00+00:00,65,p2,23,80,1.36,232,04n,15,0,1,4,0,48,135,189,57,16,150,27.0,22.0,77.33,78.67,11.81,17.67,18.0,2.53,24.67,1.862,74.5,1.68,126,22,197,90,41
2025-04-15 01:43:00,2025-04-15 01:00:00+00:00,113,p2,23,92,3.05,234,03n,25,1,1,4,0,35,99,61,22,134,138,23.0,26.0,90.0,86.17,16.881,20.33,19.5,3.564,24.33,1.966,78.83,1.91,114,20,59,19,64
2025-04-15 02:44:00,2025-04-15 02:00:00+00:00,60,p2,27,75,3.91,240,10n,14,2,1,4,0,140,157,73,187,84,70,23.0,27.0,79.33,80.67,19.398,18.0,18.33,4.082,24.67,2.251,82.17,2.43,1,76,24,138,200
2025-04-15 03:33:00,2025-04-15 03:00:00+00:00,83,p2,28,95,2.6,241,10n,19,3,1,4,0,196,109,76,152,81,32,27.0,23.0,85.33,81.33,19.398,19.33,18.5,4.087,25.67,2.16,89.17,2.46,154,91,8,95,72
2025-04-15 04:27:00,2025-04-15 04:00:00+00:00,87,p2,26,67,3.11,241,01n,20,4,1,4,0,85,40,129,29,149,116,28.0,23.0,76.67,83.33,19.232,17.67,19.0,4.05,25.67,2.16,84.83,2.82,180,94,44,197,21
2025-04-15 05:43:00,2025-04-15 05:00:00+00:00,96,p2,25,100,3.15,188,03n,22,5,1,4,0,17,88,59,174,94,143,26.0,27.0,88.67,84.0,19.657,20.33,19.17,4.167,25.33,2.066,84.83,2.86,192,109,41,85,0
2025-04-15 07:22:00,2025-04-15 07:00:00+00:00,80,p2,31,40,2.3,214,01d,18,7,1,4,0,129,175,173,66,0,13,25.0,28.0,87.67,86.5,17.604,20.0,19.67,3.724,26.67,2.733,78.17,3.02,60,152,45,123,139
2025-04-15 08:33:00,2025-04-15 08:00:00+00:00,54,p2,25,56,1.74,213,10d,13,8,1,4,0,66,58,92,14,148,95,31.0,26.0,76.67,76.67,16.269,17.67,17.67,3.502,27.0,2.28,72.17,2.8,104,79,80,38,33
2025-04-15 09:18:00,2025-04-15 09:00:00+00:00,46,p2,29,64,3.55,220,03d,11,9,1,4,0,46,30,78,31,49,56,25.0,25.0,60.0,74.33,19.765,14.0,17.17,4.262,27.33,2.422,70.33,2.74,42,131,136,140,102
2025-04-15 11:20:00,2025-04-15 11:00:00+00:00,54,p2,27,89,3.49,237,04d,13,11,1,4,0,182,141,63,87,74,143,29.0,31.0,51.33,69.5,20.744,12.33,16.17,4.446,27.17,2.401,69.33,2.89,171,198,144,68,180
2025-04-15 12:39:00,2025-04-15 12:00:00+00:00,62,p2,29,30,0.71,165,03d,14,12,1,4,0,92,185,197,81,43,115,27.0,25.0,54.0,65.33,18.96,12.67,15.17,4.07,27.67,2.422,63.17,2.49,109,90,23,183,20
2025-04-15 13:20:00,2025-04-15 13:00:00+00:00,112,p2,30,64,1.69,184,04d,25,13,1,4,0,153,158,111,170,127,56,29.0,29.0,76.0,68.0,24.462,17.33,15.67,5.125,28.5,2.168,57.17,2.25,47,25,167,170,178
2025-04-15 14:55:00,2025-04-15 14:00:00+00:00,66,p2,32,65,2.95,213,04d,15,14,1,4,0,25,160,116,52,73,42,30.0,27.0,80.0,65.67,23.746,18.0,15.17,4.997,28.67,2.422,61.33,2.36,11,131,191,14,46
2025-04-15 15:36:00,2025-04-15 15:00:00+00:00,63,p2,26,38,1.07,150,01d,14,15,1,4,0,174,17,108,137,161,15,32.0,29.0,80.33,67.17,23.138,18.0,15.33,4.926,28.83,2.137,58.33,2.24,49,27,18,151,58
2025-04-15 16:35:00,2025-04-15 16:00:00+00:00,126,p2,26,48,3.68,164,10d,28,16,1,4,0,128,10,31,172,146,62,26.0,30.0,85.0,80.5,30.409,19.0,18.17,6.555,28.33,2.422,55.67,2.26,21,43,123,70,93
2025-04-15 19:26:00,2025-04-15 19:00:00+00:00,62,p2,26,94,2.12,168,04n,14,19,1,4,0,96,79,19,54,105,185,26.0,32.0,83.67,81.83,29.164,18.67,18.33,6.408,28.17,2.563,56.5,2.04,21,132,140,35,67
2025-04-15 20:36:00,2025-04-15 20:00:00+00:00,43,p2,21,99,3.03,234,02n,10,20,1,4,0,10,71,43,176,182,191,26.0,26.0,77.0,78.67,32.58,17.33,17.67,7.118,26.83,3.817,68.0,2.42,161,97,129,160,101
2025-04-15 21:10:00,2025-04-15 21:00:00+00:00,74,p2,30,40,1.41,181,03n,17,21,1,4,0,102,62,173,49,135,199,21.0,26.0,59.67,72.33,28.204,13.67,16.33,6.154,26.83,3.817,64.0,2.38,63,186,139,13,106
2025-04-15 22:48:00,2025-04-15 22:00:00+00:00,100,p2,28,88,3.99,237,04n,22,22,1,4,0,20,17,138,113,83,116,30.0,26.0,72.33,78.0,30.033,16.33,17.5,6.504,26.17,2.994,67.83,2.55,45,104,69,143,83
2025-04-15 23:30:00,2025-04-15 23:00:00+00:00,75,p2,27,79,2.42,198,02n,17,23,1,4,0,84,151,192,195,29,163,28.0,21.0,83.0,80.0,29.223,18.67,18.0,6.293,26.33,3.011,74.67,2.78,59,32,152,159,185
2025-04-16 00:43:00,2025-04-16 00:00:00+00:00,55,p2,18,100,1.57,227,03n,13,0,2,4,0,87,75,74,115,77,40,27.0,30.0,76.67,68.17,19.692,17.33,15.5,4.135,25.0,4.561,83.33,2.42,196,165,151,59,162
2025-04-16 01:21:00,2025-04-16 01:00:00+00:00,117,p2,27,100,2.99,229,04n,26,1,2,4,0,7,45,186,187,110,199,18.0,28.0,82.33,77.33,27.5,18.67,17.5,5.822,25.17,4.622,84.33,2.57,12,67,50,100,181
2025-04-16 02:32:00,2025-04-16 02:00:00+00:00,69,p2,26,100,0.66,245,10n,16,2,2,4,0,178,79,170,139,113,185,27.0,27.0,80.33,81.67,22.624,18.33,18.5,4.68,26.0,4.147,84.5,2.17,153,139,159,131,176
2025-04-16 06:37:00,2025-04-16 06:00:00+00:00,124,p2,26,75,2.41,208,01d,28,6,2,4,0,117,54,169,46,125,33,26.0,18.0,103.33,90.0,27.842,23.33,20.33,5.955,25.33,3.67,90.33,2.34,19,93,28,197,1
2025-04-16 08:28:00,2025-04-16 08:00:00+00:00,110,p2,27,71,1.73,236,04d,25,8,2,4,0,104,54,180,182,165,194,26.0,27.0,101.0,91.67,28.842,23.0,20.83,6.242,25.17,3.545,87.5,1.96,117,118,172,119,68
2025-04-16 09:12:00,2025-04-16 09:00:00+00:00,30,p2,28,59,4.13,140,04d,7,9,2,4,0,68,126,171,136,199,38,27.0,26.0,88.0,84.17,38.332,20.0,19.17,8.424,25.33,3.67,84.17,2.25,136,54,52,190,33
2025-04-16 10:35:00,2025-04-16 10:00:00+00:00,75,p2,33,56,3.85,213,03d,17,10,2,4,0,174,145,11,177,135,88,28.0,26.0,71.67,87.5,36.093,16.33,19.83,7.985,27.83,2.639,76.83,2.63,134,176,2,14,2
2025-04-16 11:29:00,2025-04-16 11:00:00+00:00,60,p2,30,73,2.47,303,01d,14,11,2,4,0,190,17,129,182,135,77,33.0,27.0,55.0,78.0,34.229,12.67,17.83,7.627,28.33,2.733,72.33,2.54,136,188,48,167,24
2025-04-16 12:15:00,2025-04-16 12:00:00+00:00,101,p2,28,40,2.27,207,01d,23,12,2,4,0,73,46,11,94,136,195,30.0,28.0,78.67,83.33,35.03,18.0,19.0,7.823,28.67,2.503,62.33,2.81,146,144,186,94,91
2025-04-16 14:52:00,2025-04-16 14:00:00+00:00,71,p2,27,72,2.24,159,04d,16,14,2,4,0,169,35,199,90,52,30,28.0,33.0,77.33,74.5,28.863,17.67,17.0,6.481,28.83,2.317,61.83,2.78,41,97,150,95,91
2025-04-16 15:22:00,2025-04-16 15:00:00+00:00,78,p2,31,73,2.63,184,01d,18,15,2,4,0,2,14,143,42,192,39,27.0,30.0,83.33,69.17,23.439,19.0,15.83,5.269,29.5,2.258,62.17,2.93,21,196,136,73,119
2025-04-16 19:57:00,2025-04-16 19:00:00+00:00,64,p2,28,64,0.61,219,02n,15,19,2,4,0,37,177,100,114,68,73,31.0,28.0,71.0,74.83,14.47,16.33,17.17,3.189,29.5,2.258,63.0,2.35,5,119,152,59,8
2025-04-16 20:41:00,2025-04-16 20:00:00+00:00,110,p2,26,96,3.16,197,02n,25,20,2,4,0,190,126,118,90,91,112,28.0,27.0,84.0,80.67,20.393,19.33,18.5,4.506,28.33,1.862,69.67,2.23,171,98,81,135,103
2025-04-16 23:29:00,2025-04-16 23:00:00+00:00,119,p2,24,73,3.13,228,10n,26,23,2,4,0,181,70,13,105,79,37,26.0,31.0,97.67,90.5,22.546,22.0,20.5,4.764,27.33,2.338,69.67,2.34,55,38,183,150,1
2025-04-17 00:47:00,2025-04-17 00:00:00+00:00,30,p2,23,68,1.81,148,01n,7,0,3,4,0,72,17,0,99,109,171,24.0,28.0,86.33,78.67,32.408,19.33,17.83,7.026,26.5,2.881,74.33,2.26,185,33,19,155,35
2025-04-17 01:17:00,2025-04-17 01:00:00+00:00,94,p2,24,78,0.87,205,03n,21,1,3,4,0,4,178,88,87,62,182,23.0,26.0,81.0,82.5,32.679,18.0,18.67,7.062,26.0,3.033,75.33,2.04,81,51,45,57,78
2025-04-17 02:17:00,2025-04-17 02:00:00+00:00,70,p2,20,79,0.3,168,02n,16,2,3,4,0,146,32,59,23,186,155,24.0,24.0,64.67,81.17,33.06,14.67,18.33,7.146,24.17,2.714,76.33,1.65,178,80,61,176,176
2025-04-17 04:12:00,2025-04-17 04:00:00+00:00,83,p2,21,86,3.6,226,01n,19,4,3,4,0,133,167,96,157,14,42,20.0,23.0,82.33,84.33,31.979,18.67,19.0,6.957,23.0,2.191,80.0,2.14,144,166,95,102,4
2025-04-17 05:30:00,2025-04-17 05:00:00+00:00,67,p2,28,83,0.3,277,02n,15,5,3,4,0,53,171,19,53,112,85,21.0,24.0,73.33,77.17,29.822,16.67,17.33,6.408,23.33,2.805,77.83,1.67,145,158,139,128,170
2025-04-17 06:12:00,2025-04-17 06:00:00+00:00,44,p2,28,100,0.45,210,01d,10,6,3,4,0,78,147,90,165,33,25,28.0,20.0,64.67,64.67,23.914,14.67,14.67,5.317,24.0,3.406,82.33,1.22,127,99,1,109,69
2025-04-17 08:17:00,2025-04-17 08:00:00+00:00,95,p2,28,80,3.18,196,10d,21,8,3,4,0,157,137,121,114,159,63,28.0,21.0,68.67,75.5,19.357,15.33,17.0,4.243,24.83,3.71,84.33,1.45,114,42,65,188,199
2025-04-17 10:14:00,2025-04-17 10:00:00+00:00,49,p2,26,63,2.81,229,01d,12,10,3,4,0,196,114,60,192,137,61,28.0,28.0,62.67,68.0,19.473,14.33,15.5,4.135,25.17,3.71,81.83,1.77,154,65,3,163,42
2025-04-17 11:27:00,2025-04-17 11:00:00+00:00,75,p2,29,54,1.57,235,04d,17,11,3,4,0,162,74,96,129,9,108,26.0,28.0,73.0,68.83,19.682,16.67,15.67,4.179,26.67,2.944,77.67,1.98,39,133,124,137,157
2025-04-17 12:57:00,2025-04-17 12:00:00+00:00,93,p2,28,90,1.97,201,01d,21,12,3,4,0,149,38,128,48,173,109,29.0,28.0,72.33,70.5,21.464,16.67,16.0,4.561,27.83,0.983,78.33,1.71,152,125,63,99,179
2025-04-17 13:34:00,2025-04-17 13:00:00+00:00,64,p2,27,81,3.77,234,04d,15,13,3,4,0,84,2,140,93,26,121,28.0,26.0,77.33,70.0,21.596,17.67,16.0,4.561,27.67,1.033,78.0,2.29,101,67,29,100,182
2025-04-17 14:31:00,2025-04-17 14:00:00+00:00,78,p2,30,49,3.55,264,01d,18,14,3,4,0,45,63,165,108,94,76,27.0,29.0,78.33,75.67,17.478,18.0,17.33,3.502,28.0,1.414,69.5,2.81,100,0,21,118,169
2025-04-17 15:59:00,2025-04-17 15:00:00+00:00,61,p2,29,73,1.66,267,10d,14,15,3,4,0,12,25,140,0,53,126,30.0,28.0,67.67,70.0,15.336,15.67,16.17,3.189,28.17,1.472,68.33,2.56,170,80,29,4,28
2025-04-17 16:24:00,2025-04-17 16:00:00+00:00,78,p2,28,87,2.1,177,10d,18,16,3,4,0,61,174,127,134,136,40,29.0,27.0,72.33,74.83,11.479,16.67,17.17,2.483,28.5,1.049,72.33,2.44,48,83,162,51,167
2025-04-17 17:40:00,2025-04-17 17:00:00+00:00,86,p2,29,86,2.39,205,01d,19,17,3,4,0,134,186,67,33,176,47,28.0,30.0,75.0,76.67,12.356,17.0,17.5,2.588,28.5,1.049,77.67,2.57,19,59,172,34,158
2025-04-17 18:56:00,2025-04-17 18:00:00+00:00,154,p2,28,74,1.48,173,03d,34,18,3,4,0,192,91,97,37,73,73,29.0,29.0,106.0,86.83,34.225,23.67,19.67,7.285,28.5,1.049,75.0,2.49,174,48,143,167,124
2025-04-17 19:30:00,2025-04-17 19:00:00+00:00,82,p2,25,65,2.98,193,02n,19,19,3,4,0,66,17,144,138,21,194,28.0,28.0,107.33,89.83,32.572,24.0,20.33,6.947,28.17,1.722,72.33,2.36,185,45,139,23,67
2025-04-17 21:00:00,2025-04-17 20:00:00+00:00,84,p2,24,54,2.79,186,03n,19,20,3,4,0,51,95,15,135,3,60,25.0,29.0,106.67,90.83,32.227,24.0,20.5,6.892,27.17,2.137,73.17,2.23,84,166,59,199,145
2025-04-17 21:46:00,2025-04-17 21:00:00+00:00,54,p2,28,38,1.24,226,04n,13,21,3,4,0,106,58,116,45,38,12,24.0,28.0,73.33,89.67,33.619,17.0,20.33,7.09,27.0,2.0,67.33,2.16,195,80,116,100,110
2025-04-17 22:41:00,2025-04-17 22:00:00+00:00,69,p2,27,83,3.87,187,01n,16,22,3,4,0,88,166,197,9,38,89,28.0,25.0,69.0,88.17,34.435,16.0,20.0,7.266,26.83,1.941,66.67,2.46,26,12,7,185,25
2025-04-18 01:00:00,2025-04-18 00:00:00+00:00,87,p2,24,100,1.63,120,02n,20,0,4,4,0,126,177,174,115,134,70,27.0,24.0,70.0,88.33,34.425,16.33,20.17,7.25,26.0,1.897,69.0,2.33,17,176,4,86,109
2025-04-18 01:33:00,2025-04-18 01:00:00+00:00,64,p2,26,67,1.91,168,03n,15,1,4,4,0,108,55,148,2,0,93,24.0,28.0,73.33,73.33,13.079,17.0,17.0,2.757,25.67,1.633,67.83,2.4,150,156,0,113,138
2025-04-18 02:14:00,2025-04-18 02:00:00+00:00,120,p2,22,95,1.98,291,10n,27,2,4,4,0,113,89,75,123,152,22,26.0,27.0,90.33,79.67,23.312,20.67,18.33,4.967,25.17,2.229,72.83,2.24,151,12,173,141,112
2025-04-18 03:28:00,2025-04-18 03:00:00+00:00,74,p2,23,89,0.3,210,10n,17,3,4,4,0,125,173,15,70,37,71,22.0,24.0,86.0,78.0,23.298,19.67,18.0,4.98,25.0,2.366,78.67,1.82,187,49,149,161,170
2025-04-18 06:47:00,2025-04-18 06:00:00+00:00,122,p2,26,100,1.85,82,02d,27,6,4,4,0,103,65,143,18,24,47,23.0,26.0,105.33,89.33,25.703,23.67,20.33,5.428,24.67,1.966,89.0,1.92,149,190,173,164,193
2025-04-18 07:13:00,2025-04-18 07:00:00+00:00,61,p2,33,46,3.86,187,04d,14,7,4,4,0,12,165,149,122,100,29,26.0,22.0,85.67,88.0,27.137,19.33,20.0,5.797,25.67,3.933,82.83,1.92,41,96,175,109,110
2025-04-18 09:15:00,2025-04-18 09:00:00+00:00,46,p2,25,76,2.21,219,04d,11,9,4,4,0,23,26,0,52,200,190,33.0,23.0,76.33,81.17,32.14,17.33,18.5,6.863,25.83,3.869,78.83,2.02,36,62,48,168,35
